no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,full_date
2,0,2,5,Meal Plan 1,0,Room_Type 1,170,2018,9,29,Online,0,0,0,114.04,0,29.09.2018
2,0,2,3,Meal Plan 1,0,Room_Type 1,185,2018,9,29,Online,0,0,0,116.1,2,29.09.2018
2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2018,9,29,Online,0,0,0,93.09,1,29.09.2018
2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2018,9,29,Online,0,0,0,93.09,1,29.09.2018
2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2018,9,29,Online,0,0,0,93.09,1,29.09.2018
2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2018,9,29,Online,0,0,0,93.09,1,29.09.2018
1,0,1,3,Meal Plan 1,0,Room_Type 1,209,2018,9,29,Online,0,0,0,111.35,0,29.09.2018
2,0,0,3,Meal Plan 1,0,Room_Type 1,214,2018,9,29,Online,0,0,0,120.9,0,29.09.2018
2,0,1,3,Not Selected,0,Room_Type 1,217,2018,9,29,Online,0,0,0,101.15,0,29.09.2018
2,0,0,1,Not Selected,0,Room_Type 1,218,2018,9,29,Online,0,0,0,116.1,2,29.09.2018
3,0,0,1,Meal Plan 1,0,Room_Type 1,220,2018,9,29,Offline,0,0,0,105.4,2,29.09.2018
1,0,0,3,Meal Plan 1,0,Room_Type 1,221,2018,9,29,Online,0,0,0,115.5,2,29.09.2018
1,0,0,3,Meal Plan 1,0,Room_Type 1,221,2018,9,29,Online,0,0,0,115.5,2,29.09.2018
1,0,0,3,Meal Plan 1,0,Room_Type 1,221,2018,9,29,Online,0,0,0,115.5,2,29.09.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,222,2018,9,29,Online,0,0,0,111.35,2,29.09.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,222,2018,9,29,Online,0,0,0,111.35,2,29.09.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,223,2018,9,29,Online,0,0,0,92.28,1,29.09.2018
2,0,0,1,Not Selected,0,Room_Type 1,244,2018,9,29,Online,0,0,0,98.4,2,29.09.2018
2,0,0,1,Not Selected,0,Room_Type 1,244,2018,9,29,Online,0,0,0,89.4,2,29.09.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,254,2018,9,29,Online,0,0,0,100.3,1,29.09.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,254,2018,9,29,Online,0,0,0,100.3,1,29.09.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,254,2018,9,29,Online,0,0,0,100.3,0,29.09.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,254,2018,9,29,Online,0,0,0,100.3,1,29.09.2018
2,0,0,1,Meal Plan 1,0,Room_Type 1,258,2018,9,29,Online,0,0,0,106.2,1,29.09.2018
2,0,0,1,Meal Plan 1,0,Room_Type 1,258,2018,9,29,Online,0,0,0,106.2,1,29.09.2018
2,0,0,1,Meal Plan 1,0,Room_Type 1,258,2018,9,29,Online,0,0,0,106.2,1,29.09.2018
2,0,2,4,Meal Plan 1,0,Room_Type 1,263,2018,9,29,Online,0,0,0,100.3,0,29.09.2018
2,0,2,4,Meal Plan 1,0,Room_Type 1,263,2018,9,29,Online,0,0,0,100.3,0,29.09.2018
2,0,2,4,Meal Plan 1,0,Room_Type 1,263,2018,9,29,Online,0,0,0,100.3,0,29.09.2018
2,0,2,4,Meal Plan 1,0,Room_Type 1,263,2018,9,29,Online,0,0,0,100.3,0,29.09.2018
2,0,2,4,Meal Plan 1,0,Room_Type 1,263,2018,9,29,Online,0,0,0,100.3,0,29.09.2018
2,0,1,3,Meal Plan 1,0,Room_Type 4,270,2018,9,29,Online,0,0,0,108.8,1,29.09.2018
2,0,0,3,Meal Plan 1,0,Room_Type 1,287,2018,9,29,Online,0,0,0,106.2,2,29.09.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,287,2018,9,29,Online,0,0,0,100.3,0,29.09.2018
2,0,0,3,Meal Plan 1,0,Room_Type 1,287,2018,9,29,Online,0,0,0,106.2,2,29.09.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,287,2018,9,29,Online,0,0,0,100.3,0,29.09.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,287,2018,9,29,Online,0,0,0,100.3,0,29.09.2018
1,0,0,3,Meal Plan 1,0,Room_Type 1,287,2018,9,29,Online,0,0,0,100.8,2,29.09.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,287,2018,9,29,Online,0,0,0,100.3,0,29.09.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,287,2018,9,29,Online,0,0,0,100.3,0,29.09.2018
2,0,0,3,Meal Plan 1,0,Room_Type 1,328,2018,9,29,Online,0,0,0,95.4,0,29.09.2018
1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,9,30,Corporate,0,0,0,131.0,0,30.09.2018
2,0,0,2,Meal Plan 1,0,Room_Type 4,0,2018,9,30,Corporate,1,0,1,110.0,1,30.09.2018
1,0,0,2,Meal Plan 1,0,Room_Type 4,2,2018,9,30,Online,0,0,0,205.0,2,30.09.2018
2,0,0,1,Meal Plan 1,0,Room_Type 4,2,2018,9,30,Online,0,0,0,205.0,1,30.09.2018
2,0,0,2,Meal Plan 1,0,Room_Type 4,2,2018,9,30,Online,0,0,0,209.5,2,30.09.2018
1,0,0,2,Meal Plan 1,0,Room_Type 1,4,2018,9,30,Corporate,0,0,0,110.0,0,30.09.2018
2,0,0,2,Meal Plan 1,0,Room_Type 5,7,2018,9,30,Offline,0,0,0,176.0,0,30.09.2018
1,0,0,1,Meal Plan 1,0,Room_Type 6,8,2018,9,30,Online,0,0,0,200.2,1,30.09.2018
2,2,2,3,Meal Plan 1,0,Room_Type 6,9,2018,9,30,Online,0,0,0,245.0,1,30.09.2018
1,0,0,1,Meal Plan 1,0,Room_Type 4,10,2018,9,30,Online,0,0,0,195.0,2,30.09.2018
2,2,2,2,Meal Plan 1,0,Room_Type 6,10,2018,9,30,Online,0,0,0,254.5,1,30.09.2018
1,0,2,2,Meal Plan 1,0,Room_Type 4,10,2018,9,30,Aviation,1,2,1,110.0,0,30.09.2018
2,0,0,2,Meal Plan 1,0,Room_Type 4,10,2018,9,30,Online,0,0,0,204.0,2,30.09.2018
1,0,0,1,Meal Plan 1,0,Room_Type 4,10,2018,9,30,Online,0,0,0,195.0,2,30.09.2018
1,0,0,1,Meal Plan 1,0,Room_Type 4,10,2018,9,30,Aviation,0,0,0,110.0,0,30.09.2018
1,0,0,1,Meal Plan 1,0,Room_Type 4,10,2018,9,30,Online,0,0,0,195.0,2,30.09.2018
1,0,0,1,Meal Plan 1,0,Room_Type 4,10,2018,9,30,Aviation,0,0,0,110.0,0,30.09.2018
1,0,0,1,Meal Plan 1,0,Room_Type 4,10,2018,9,30,Aviation,0,0,0,110.0,0,30.09.2018
2,0,0,2,Meal Plan 1,0,Room_Type 4,11,2018,9,30,Online,0,0,0,145.53,2,30.09.2018
2,2,0,2,Meal Plan 1,0,Room_Type 6,28,2018,9,30,Online,0,0,0,224.1,2,30.09.2018
3,0,2,2,Meal Plan 1,0,Room_Type 6,29,2018,9,30,Online,0,0,0,150.61,1,30.09.2018
3,0,0,1,Meal Plan 1,0,Room_Type 4,45,2018,9,30,Online,0,0,0,151.2,0,30.09.2018
2,0,0,1,Meal Plan 1,0,Room_Type 4,54,2018,9,30,Online,0,0,0,132.3,1,30.09.2018
2,0,0,1,Meal Plan 1,0,Room_Type 4,61,2018,9,30,Online,0,0,0,132.3,1,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,80.0,0,30.09.2018
1,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,75.0,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Online,0,0,0,80.0,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,40.0,0,30.09.2018
1,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,75.0,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,80.0,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,80.0,0,30.09.2018
1,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,75.0,0,30.09.2018
3,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,110.0,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,80.0,0,30.09.2018
3,1,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,110.0,0,30.09.2018
1,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,75.0,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,80.0,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,80.0,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,80.0,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,80.0,0,30.09.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,98,2018,9,30,Offline,0,0,0,95.0,0,30.09.2018
2,2,0,2,Meal Plan 1,0,Room_Type 6,116,2018,9,30,Online,0,0,0,216.45,0,30.09.2018
3,0,1,2,Meal Plan 1,0,Room_Type 4,136,2018,9,30,Online,0,0,0,154.8,1,30.09.2018
3,0,1,2,Meal Plan 1,0,Room_Type 4,136,2018,9,30,Online,0,0,0,154.8,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 4,137,2018,9,30,Online,0,0,0,135.9,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 4,157,2018,9,30,Online,0,0,0,135.9,0,30.09.2018
2,0,2,3,Meal Plan 1,0,Room_Type 4,159,2018,9,30,Online,0,0,0,134.46,2,30.09.2018
2,1,0,1,Meal Plan 1,0,Room_Type 1,160,2018,9,30,Online,0,0,0,145.8,2,30.09.2018
2,0,2,2,Meal Plan 1,0,Room_Type 4,164,2018,9,30,Online,0,0,0,126.9,1,30.09.2018
2,0,2,2,Meal Plan 1,0,Room_Type 4,164,2018,9,30,Online,0,0,0,126.9,1,30.09.2018
2,0,2,2,Meal Plan 1,0,Room_Type 4,164,2018,9,30,Online,0,0,0,126.9,1,30.09.2018
2,0,2,2,Not Selected,0,Room_Type 1,166,2018,9,30,Online,0,0,0,102.6,2,30.09.2018
2,0,0,2,Meal Plan 1,1,Room_Type 1,166,2018,9,30,Online,0,0,0,99.78,1,30.09.2018
2,0,2,2,Meal Plan 1,0,Room_Type 4,173,2018,9,30,Online,0,0,0,126.9,1,30.09.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,175,2018,9,30,Online,0,0,0,87.32,1,30.09.2018
2,0,1,2,Not Selected,0,Room_Type 1,175,2018,9,30,Online,0,0,0,104.1,0,30.09.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,179,2018,9,30,Online,0,0,0,113.4,0,30.09.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,179,2018,9,30,Online,0,0,0,113.4,0,30.09.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,179,2018,9,30,Online,0,0,0,113.4,0,30.09.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,179,2018,9,30,Online,0,0,0,113.4,0,30.09.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,179,2018,9,30,Online,0,0,0,113.4,0,30.09.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,179,2018,9,30,Online,0,0,0,113.4,0,30.09.2018
2,0,2,2,Meal Plan 1,0,Room_Type 4,179,2018,9,30,Online,0,0,0,126.9,0,30.09.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,179,2018,9,30,Online,0,0,0,113.4,0,30.09.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,179,2018,9,30,Online,0,0,0,113.4,0,30.09.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,179,2018,9,30,Online,0,0,0,113.4,0,30.09.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,179,2018,9,30,Online,0,0,0,113.4,0,30.09.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,30.09.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,30.09.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,30.09.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,30.09.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,30.09.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,30.09.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,30.09.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,30.09.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,30.09.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,30.09.2018
2,0,2,2,Not Selected,0,Room_Type 1,186,2018,9,30,Online,0,0,0,102.6,2,30.09.2018
2,0,2,2,Not Selected,0,Room_Type 1,186,2018,9,30,Online,0,0,0,102.6,2,30.09.2018
2,2,2,2,Meal Plan 1,0,Room_Type 6,190,2018,9,30,Online,0,0,0,175.1,1,30.09.2018
2,0,2,7,Meal Plan 1,0,Room_Type 1,190,2018,9,30,Online,0,0,0,110.9,0,30.09.2018
2,0,2,3,Meal Plan 1,0,Room_Type 1,207,2018,9,30,Online,0,0,0,106.25,2,30.09.2018
2,0,2,2,Not Selected,0,Room_Type 1,214,2018,9,30,Online,0,0,0,96.9,2,30.09.2018
2,0,2,3,Not Selected,0,Room_Type 1,223,2018,9,30,Online,0,0,0,73.96,0,30.09.2018
2,0,2,3,Not Selected,0,Room_Type 1,223,2018,9,30,Online,0,0,0,73.96,0,30.09.2018
2,0,2,3,Not Selected,0,Room_Type 1,223,2018,9,30,Online,0,0,0,73.96,0,30.09.2018
2,0,0,2,Meal Plan 1,0,Room_Type 4,240,2018,9,30,Online,0,0,0,140.4,0,30.09.2018
3,0,0,2,Meal Plan 1,0,Room_Type 4,240,2018,9,30,Online,0,0,0,159.3,0,30.09.2018
2,0,0,2,Meal Plan 1,0,Room_Type 4,240,2018,9,30,Online,0,0,0,140.4,0,30.09.2018
2,0,0,2,Meal Plan 1,0,Room_Type 4,240,2018,9,30,Online,0,0,0,140.4,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Online,0,0,0,95.0,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95.0,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95.0,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95.0,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95.0,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95.0,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95.0,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95.0,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95.0,0,30.09.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95.0,0,30.09.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,10,1,Online,0,0,0,165.0,0,01.10.2018
2,0,2,1,Not Selected,0,Room_Type 1,0,2018,10,1,Online,0,0,0,98.1,0,01.10.2018
1,0,2,1,Meal Plan 1,0,Room_Type 1,0,2018,10,1,Online,0,0,0,150.0,1,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,0,2018,10,1,Online,0,0,0,162.0,0,01.10.2018
2,0,1,1,Meal Plan 1,1,Room_Type 1,1,2018,10,1,Online,0,0,0,184.0,3,01.10.2018
1,0,0,0,Not Selected,0,Room_Type 1,1,2018,10,1,Online,0,0,0,0.0,0,01.10.2018
2,0,0,1,Meal Plan 1,0,Room_Type 5,4,2018,10,1,Complementary,0,0,0,0.0,1,01.10.2018
2,0,2,2,Meal Plan 1,0,Room_Type 7,5,2018,10,1,Online,0,0,0,221.38,2,01.10.2018
1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,10,1,Corporate,0,0,0,110.0,0,01.10.2018
1,0,1,1,Meal Plan 1,0,Room_Type 4,6,2018,10,1,Online,0,0,0,152.0,0,01.10.2018
3,0,2,1,Meal Plan 1,0,Room_Type 6,15,2018,10,1,Online,0,0,0,182.14,0,01.10.2018
2,2,2,2,Meal Plan 2,0,Room_Type 6,26,2018,10,1,Online,0,0,0,294.0,2,01.10.2018
2,0,2,2,Meal Plan 1,0,Room_Type 4,52,2018,10,1,Online,0,0,0,122.4,1,01.10.2018
2,0,0,1,Meal Plan 1,1,Room_Type 1,75,2018,10,1,Offline,0,0,0,89.75,0,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 4,135,2018,10,1,Online,0,0,0,132.3,0,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 4,135,2018,10,1,Online,0,0,0,132.3,0,01.10.2018
2,0,2,5,Meal Plan 1,0,Room_Type 4,157,2018,10,1,Online,0,0,0,132.3,0,01.10.2018
2,1,2,3,Meal Plan 2,0,Room_Type 1,159,2018,10,1,Online,0,0,0,143.55,1,01.10.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,167,2018,10,1,Online,0,0,0,108.9,1,01.10.2018
2,0,2,1,Not Selected,0,Room_Type 1,167,2018,10,1,Online,0,0,0,98.1,0,01.10.2018
2,0,2,2,Meal Plan 1,0,Room_Type 4,167,2018,10,1,Online,0,0,0,122.4,0,01.10.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,168,2018,10,1,Online,0,0,0,127.0,2,01.10.2018
2,0,2,1,Not Selected,0,Room_Type 1,173,2018,10,1,Online,0,0,0,98.1,1,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,179,2018,10,1,Online,0,0,0,108.9,2,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,179,2018,10,1,Online,0,0,0,108.9,2,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,179,2018,10,1,Online,0,0,0,108.9,1,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,179,2018,10,1,Online,0,0,0,108.9,1,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,179,2018,10,1,Online,0,0,0,108.9,1,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,179,2018,10,1,Online,0,0,0,108.9,1,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,179,2018,10,1,Online,0,0,0,108.9,2,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,179,2018,10,1,Online,0,0,0,108.9,2,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,180,2018,10,1,Online,0,0,0,108.9,1,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,180,2018,10,1,Online,0,0,0,108.9,1,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,180,2018,10,1,Online,0,0,0,108.9,0,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,180,2018,10,1,Online,0,0,0,108.9,1,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,180,2018,10,1,Online,0,0,0,108.9,0,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,180,2018,10,1,Online,0,0,0,108.9,0,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,180,2018,10,1,Online,0,0,0,108.9,0,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,180,2018,10,1,Online,0,0,0,108.9,1,01.10.2018
2,0,2,2,Meal Plan 1,0,Room_Type 4,187,2018,10,1,Online,0,0,0,122.4,1,01.10.2018
1,0,0,1,Not Selected,0,Room_Type 1,196,2018,10,1,Online,0,0,0,93.6,1,01.10.2018
2,0,1,1,Not Selected,0,Room_Type 1,199,2018,10,1,Online,0,0,0,98.1,1,01.10.2018
2,0,1,1,Not Selected,0,Room_Type 1,201,2018,10,1,Online,0,0,0,98.1,0,01.10.2018
2,0,2,5,Not Selected,0,Room_Type 1,212,2018,10,1,Online,0,0,0,92.65,2,01.10.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,213,2018,10,1,Online,0,0,0,102.85,2,01.10.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,213,2018,10,1,Online,0,0,0,102.85,1,01.10.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,213,2018,10,1,Online,0,0,0,102.85,2,01.10.2018
2,0,2,2,Not Selected,0,Room_Type 1,213,2018,10,1,Online,0,0,0,92.65,0,01.10.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,213,2018,10,1,Online,0,0,0,102.85,2,01.10.2018
2,0,1,1,Meal Plan 1,0,Room_Type 4,267,2018,10,1,Online,0,0,0,115.2,0,01.10.2018
2,0,1,1,Meal Plan 1,0,Room_Type 4,267,2018,10,1,Online,0,0,0,115.2,0,01.10.2018
2,0,1,1,Meal Plan 1,0,Room_Type 4,267,2018,10,1,Online,0,0,0,115.2,0,01.10.2018
2,0,1,1,Meal Plan 1,0,Room_Type 4,267,2018,10,1,Online,0,0,0,115.2,0,01.10.2018
2,0,1,1,Meal Plan 1,0,Room_Type 4,267,2018,10,1,Online,0,0,0,115.2,0,01.10.2018
2,0,1,1,Meal Plan 1,0,Room_Type 4,267,2018,10,1,Online,0,0,0,115.2,0,01.10.2018
2,0,1,1,Meal Plan 1,0,Room_Type 4,267,2018,10,1,Online,0,0,0,115.2,0,01.10.2018
2,0,1,1,Meal Plan 1,0,Room_Type 4,267,2018,10,1,Online,0,0,0,115.2,0,01.10.2018
2,0,1,1,Meal Plan 1,0,Room_Type 4,267,2018,10,1,Online,0,0,0,115.2,0,01.10.2018
2,0,1,1,Not Selected,0,Room_Type 1,268,2018,10,1,Online,0,0,0,95.4,0,01.10.2018
2,0,1,1,Not Selected,0,Room_Type 1,268,2018,10,1,Online,0,0,0,95.4,0,01.10.2018
2,0,1,1,Not Selected,0,Room_Type 1,268,2018,10,1,Online,0,0,0,95.4,0,01.10.2018
2,0,1,1,Not Selected,0,Room_Type 1,268,2018,10,1,Online,0,0,0,95.4,0,01.10.2018
2,0,1,1,Not Selected,0,Room_Type 1,268,2018,10,1,Online,0,0,0,95.4,0,01.10.2018
2,0,1,1,Not Selected,0,Room_Type 1,268,2018,10,1,Online,0,0,0,95.4,0,01.10.2018
2,0,1,1,Not Selected,0,Room_Type 1,268,2018,10,1,Online,0,0,0,95.4,0,01.10.2018
2,0,1,1,Not Selected,0,Room_Type 1,268,2018,10,1,Online,0,0,0,95.4,0,01.10.2018
2,0,1,1,Not Selected,0,Room_Type 1,268,2018,10,1,Online,0,0,0,95.4,0,01.10.2018
2,0,1,1,Not Selected,0,Room_Type 1,268,2018,10,1,Online,0,0,0,95.4,0,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,275,2018,10,1,Online,0,0,0,106.2,0,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,275,2018,10,1,Online,0,0,0,106.2,0,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,275,2018,10,1,Online,0,0,0,106.2,0,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,275,2018,10,1,Online,0,0,0,106.2,0,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,275,2018,10,1,Online,0,0,0,106.2,0,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,275,2018,10,1,Online,0,0,0,106.2,0,01.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,275,2018,10,1,Online,0,0,0,106.2,0,01.10.2018
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,10,2,Online,0,0,0,154.0,1,02.10.2018
1,0,4,10,Meal Plan 1,0,Room_Type 1,3,2018,10,2,Complementary,0,0,0,0.0,0,02.10.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,3,2018,10,2,Online,0,0,0,128.0,0,02.10.2018
2,0,1,0,Not Selected,0,Room_Type 1,4,2018,10,2,Online,0,0,0,140.0,0,02.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,9,2018,10,2,Offline,0,0,0,85.0,1,02.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,9,2018,10,2,Offline,0,0,0,85.0,1,02.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,9,2018,10,2,Offline,0,0,0,85.0,1,02.10.2018
2,0,2,2,Meal Plan 1,0,Room_Type 4,10,2018,10,2,Online,0,0,0,107.0,0,02.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,10,2018,10,2,Offline,0,0,0,85.0,0,02.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,10,2018,10,2,Offline,0,0,0,85.0,0,02.10.2018
1,0,2,1,Meal Plan 1,0,Room_Type 1,10,2018,10,2,Online,0,0,0,149.0,0,02.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,10,2018,10,2,Offline,0,0,0,85.0,0,02.10.2018
2,1,2,0,Not Selected,0,Room_Type 1,11,2018,10,2,Online,0,0,0,135.0,3,02.10.2018
2,0,2,0,Not Selected,0,Room_Type 1,11,2018,10,2,Online,0,0,0,135.0,2,02.10.2018
2,0,2,0,Meal Plan 1,0,Room_Type 1,11,2018,10,2,Online,0,0,0,155.0,0,02.10.2018
1,0,2,1,Meal Plan 1,0,Room_Type 1,12,2018,10,2,Online,0,0,0,6.0,0,02.10.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,12,2018,10,2,Offline,0,0,0,85.0,0,02.10.2018
1,0,2,1,Meal Plan 1,0,Room_Type 1,16,2018,10,2,Corporate,0,0,0,95.0,0,02.10.2018
1,0,2,1,Meal Plan 1,0,Room_Type 1,16,2018,10,2,Corporate,0,0,0,95.0,0,02.10.2018
1,0,2,1,Meal Plan 1,0,Room_Type 1,16,2018,10,2,Corporate,0,0,0,95.0,0,02.10.2018
1,0,2,1,Meal Plan 1,0,Room_Type 1,16,2018,10,2,Corporate,0,0,0,95.0,0,02.10.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,18,2018,10,2,Offline,0,0,0,85.0,0,02.10.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,18,2018,10,2,Offline,0,0,0,85.0,0,02.10.2018
